"province_name","province_code","county_name","age_group","male","female"
"گیلان","01","ماسال","50-54",1314,1330
"گیلان","01","ماسال","55-59",1092,1160
"گیلان","01","ماسال","60-64",847,861
"گیلان","01","ماسال","65-69",471,506
"گیلان","01","ماسال","70-74",484,530
"گیلان","01","ماسال","75-79",479,443
"گیلان","01","ماسال","80-84",315,265
"گیلان","01","ماسال","85-89",100,101
"گیلان","01","ماسال","90-94",7,23
"گیلان","01","ماسال","95-99",3,3
"گیلان","01","ماسال",">100",1,6
"گیلان","01","ماسال","unknown",0,0
"مازندران","02","آمل","0-4",12546,11712
"مازندران","02","آمل","5-9",12274,11692
"مازندران","02","آمل","10-14",13139,12629
"مازندران","02","آمل","15-19",13694,13834
"مازندران","02","آمل","20-24",19189,19085
"مازندران","02","آمل","25-29",20947,20799
"مازندران","02","آمل","30-34",16803,17146
"مازندران","02","آمل","35-39",15538,15243
"مازندران","02","آمل","40-44",15255,14580
"مازندران","02","آمل","45-49",12727,12348
"مازندران","02","آمل","50-54",10591,10274
"مازندران","02","آمل","55-59",7318,7701
"مازندران","02","آمل","60-64",5335,5562
"مازندران","02","آمل","65-69",3517,3729
"مازندران","02","آمل","70-74",3002,2968
"مازندران","02","آمل","75-79",2793,2277
"مازندران","02","آمل","80-84",1402,1212
"مازندران","02","آمل","85-89",739,629
"مازندران","02","آمل","90-94",142,158
"مازندران","02","آمل","95-99",40,41
"مازندران","02","آمل",">100",16,23
"مازندران","02","آمل","unknown",60,65
"مازندران","02","بابل","0-4",16637,16166
"مازندران","02","بابل","5-9",16216,15952
"مازندران","02","بابل","10-14",18337,17625
"مازندران","02","بابل","15-19",19430,19261
"مازندران","02","بابل","20-24",26433,26190
"مازندران","02","بابل","25-29",27621,26979
"مازندران","02","بابل","30-34",21504,21168
"مازندران","02","بابل","35-39",19585,19311
"مازندران","02","بابل","40-44",18460,18716
"مازندران","02","بابل","45-49",16064,16173
"مازندران","02","بابل","50-54",13171,14502
"مازندران","02","بابل","55-59",9087,9977
"مازندران","02","بابل","60-64",7429,8049
"مازندران","02","بابل","65-69",5039,5342
"مازندران","02","بابل","70-74",4906,4973
"مازندران","02","بابل","75-79",4108,3634
"مازندران","02","بابل","80-84",2252,2088
"مازندران","02","بابل","85-89",1228,1105
"مازندران","02","بابل","90-94",296,273
"مازندران","02","بابل","95-99",76,53
"مازندران","02","بابل",">100",14,28
"مازندران","02","بابل","unknown",9,5
"مازندران","02","بابلسر","0-4",4289,4179
"مازندران","02","بابلسر","5-9",4181,3967
"مازندران","02","بابلسر","10-14",4119,4015
"مازندران","02","بابلسر","15-19",5161,4860
"مازندران","02","بابلسر","20-24",7035,7239
"مازندران","02","بابلسر","25-29",7296,7109
"مازندران","02","بابلسر","30-34",5434,5148
"مازندران","02","بابلسر","35-39",4527,4399
"مازندران","02","بابلسر","40-44",4431,4701
"مازندران","02","بابلسر","45-49",3967,4092
"مازندران","02","بابلسر","50-54",3581,3870
"مازندران","02","بابلسر","55-59",2379,2753
"مازندران","02","بابلسر","60-64",1752,1856
"مازندران","02","بابلسر","65-69",1205,1211
"مازندران","02","بابلسر","70-74",1010,936
"مازندران","02","بابلسر","75-79",903,876
"مازندران","02","بابلسر","80-84",549,459
"مازندران","02","بابلسر","85-89",315,272
"مازندران","02","بابلسر","90-94",58,53
"مازندران","02","بابلسر","95-99",6,10
"مازندران","02","بابلسر",">100",3,4
"مازندران","02","بابلسر","unknown",62,51
"مازندران","02","بهشهر","0-4",5176,4930
"مازندران","02","بهشهر","5-9",4876,4693
"مازندران","02","بهشهر","10-14",5599,5415
"مازندران","02","بهشهر","15-19",6470,6040
"مازندران","02","بهشهر","20-24",8432,8271
"مازندران","02","بهشهر","25-29",9463,9194
"مازندران","02","بهشهر","30-34",7063,7057
"مازندران","02","بهشهر","35-39",5896,5700
"مازندران","02","بهشهر","40-44",5306,5330
"مازندران","02","بهشهر","45-49",4816,5025
"مازندران","02","بهشهر","50-54",4200,4437
"مازندران","02","بهشهر","55-59",3477,3375
"مازندران","02","بهشهر","60-64",2403,2657
"مازندران","02","بهشهر","65-69",1523,1669
"مازندران","02","بهشهر","70-74",1155,1171
"مازندران","02","بهشهر","75-79",1023,1300
"مازندران","02","بهشهر","80-84",689,590
"مازندران","02","بهشهر","85-89",285,333
"مازندران","02","بهشهر","90-94",64,74
"مازندران","02","بهشهر","95-99",11,19
"مازندران","02","بهشهر",">100",5,3
"مازندران","02","بهشهر","unknown",18,14
"مازندران","02","تنکابن","0-4",4117,4037
"مازندران","02","تنکابن","5-9",4470,4301
"مازندران","02","تنکابن","10-14",4862,4801
"مازندران","02","تنکابن","15-19",5773,5995
"مازندران","02","تنکابن","20-24",7787,8242
"مازندران","02","تنکابن","25-29",8468,8140
"مازندران","02","تنکابن","30-34",6329,6432
"مازندران","02","تنکابن","35-39",5606,5622
"مازندران","02","تنکابن","40-44",6124,6280
"مازندران","02","تنکابن","45-49",5649,5757
"مازندران","02","تنکابن","50-54",4891,4691
"مازندران","02","تنکابن","55-59",3464,3715
"مازندران","02","تنکابن","60-64",2743,2781
"مازندران","02","تنکابن","65-69",2003,2069
"مازندران","02","تنکابن","70-74",1637,1897
"مازندران","02","تنکابن","75-79",1417,1420
"مازندران","02","تنکابن","80-84",814,692
"مازندران","02","تنکابن","85-89",360,349
"مازندران","02","تنکابن","90-94",88,58
"مازندران","02","تنکابن","95-99",9,14
"مازندران","02","تنکابن",">100",3,4
"مازندران","02","تنکابن","unknown",21,8
"مازندران","02","جویبار","0-4",2714,2632
"مازندران","02","جویبار","5-9",2483,2389
"مازندران","02","جویبار","10-14",2707,2667
"مازندران","02","جویبار","15-19",3095,3015
"مازندران","02","جویبار","20-24",4065,3819
"مازندران","02","جویبار","25-29",4479,4159
"مازندران","02","جویبار","30-34",3135,2979
"مازندران","02","جویبار","35-39",2760,2790
"مازندران","02","جویبار","40-44",2648,2615
"مازندران","02","جویبار","45-49",2334,2342
"مازندران","02","جویبار","50-54",1949,1936
"مازندران","02","جویبار","55-59",1283,1567
"مازندران","02","جویبار","60-64",810,1125
"مازندران","02","جویبار","65-69",644,779
"مازندران","02","جویبار","70-74",593,690
"مازندران","02","جویبار","75-79",672,656
"مازندران","02","جویبار","80-84",331,285
"مازندران","02","جویبار","85-89",189,161
"مازندران","02","جویبار","90-94",19,19
"مازندران","02","جویبار","95-99",1,4
"مازندران","02","جویبار",">100",4,10
"مازندران","02","جویبار","unknown",0,0
"مازندران","02","چالوس","0-4",3783,3791
"مازندران","02","چالوس","5-9",3855,3727
"مازندران","02","چالوس","10-14",3991,3806
"مازندران","02","چالوس","15-19",4668,4512
"مازندران","02","چالوس","20-24",7069,6216
"مازندران","02","چالوس","25-29",7415,7164
"مازندران","02","چالوس","30-34",5940,5634
"مازندران","02","چالوس","35-39",4688,4865
"مازندران","02","چالوس","40-44",4586,4520
"مازندران","02","چالوس","45-49",3748,3827
"مازندران","02","چالوس","50-54",3534,3547
"مازندران","02","چالوس","55-59",2590,2747
"مازندران","02","چالوس","60-64",1817,2011
"مازندران","02","چالوس","65-69",1351,1478
"مازندران","02","چالوس","70-74",1019,1060
"مازندران","02","چالوس","75-79",965,862
"مازندران","02","چالوس","80-84",574,642
"مازندران","02","چالوس","85-89",329,220
"مازندران","02","چالوس","90-94",55,50
"مازندران","02","چالوس","95-99",18,13
"مازندران","02","چالوس",">100",5,9
"مازندران","02","چالوس","unknown",20,15
"مازندران","02","رامسر","0-4",1935,1963
"مازندران","02","رامسر","5-9",2037,1890
"مازندران","02","رامسر","10-14",2154,2118
"مازندران","02","رامسر","15-19",2505,2314
"مازندران","02","رامسر","20-24",3187,3191
"مازندران","02","رامسر","25-29",3519,3588
"مازندران","02","رامسر","30-34",2998,2956
"مازندران","02","رامسر","35-39",2546,2537
"مازندران","02","رامسر","40-44",2640,2705
"مازندران","02","رامسر","45-49",2531,2580
"مازندران","02","رامسر","50-54",2096,2100
"مازندران","02","رامسر","55-59",1692,1774
"مازندران","02","رامسر","60-64",1338,1404
"مازندران","02","رامسر","65-69",988,1002
"مازندران","02","رامسر","70-74",764,937
"مازندران","02","رامسر","75-79",654,615
"مازندران","02","رامسر","80-84",363,287
"مازندران","02","رامسر","85-89",178,157
"مازندران","02","رامسر","90-94",30,29
"مازندران","02","رامسر","95-99",3,5
"مازندران","02","رامسر",">100",5,3
"مازندران","02","رامسر","unknown",3,2
"مازندران","02","ساری","0-4",15495,14938
"مازندران","02","ساری","5-9",15550,14926
"مازندران","02","ساری","10-14",16253,15817
"مازندران","02","ساری","15-19",18577,18720
"مازندران","02","ساری","20-24",25529,25899
"مازندران","02","ساری","25-29",28085,27695
"مازندران","02","ساری","30-34",22202,22754
"مازندران","02","ساری","35-39",19711,18936
"مازندران","02","ساری","40-44",17351,17187
"مازندران","02","ساری","45-49",15364,15717
"مازندران","02","ساری","50-54",13159,13665
"مازندران","02","ساری","55-59",9791,10556
"مازندران","02","ساری","60-64",7235,7408
"مازندران","02","ساری","65-69",5008,4749
"مازندران","02","ساری","70-74",3634,3642
"مازندران","02","ساری","75-79",3157,3829
"مازندران","02","ساری","80-84",1663,1686
"مازندران","02","ساری","85-89",874,877
"مازندران","02","ساری","90-94",143,213
"مازندران","02","ساری","95-99",42,152
"مازندران","02","ساری",">100",10,21
"مازندران","02","ساری","unknown",61,89
"مازندران","02","سوادکوه","0-4",1952,1889
"مازندران","02","سوادکوه","5-9",1849,1716
"مازندران","02","سوادکوه","10-14",2150,1927
"مازندران","02","سوادکوه","15-19",3700,2298
"مازندران","02","سوادکوه","20-24",3891,3324
"مازندران","02","سوادکوه","25-29",3774,3404
"مازندران","02","سوادکوه","30-34",2565,2606
"مازندران","02","سوادکوه","35-39",2009,2220
"مازندران","02","سوادکوه","40-44",1931,2231
"مازندران","02","سوادکوه","45-49",1918,2069
"مازندران","02","سوادکوه","50-54",1878,1997
"مازندران","02","سوادکوه","55-59",1493,1599
"مازندران","02","سوادکوه","60-64",1055,1166
"مازندران","02","سوادکوه","65-69",788,943
"مازندران","02","سوادکوه","70-74",718,807
"مازندران","02","سوادکوه","75-79",675,607
"مازندران","02","سوادکوه","80-84",415,363
"مازندران","02","سوادکوه","85-89",182,194
"مازندران","02","سوادکوه","90-94",17,31
"مازندران","02","سوادکوه","95-99",7,9
"مازندران","02","سوادکوه",">100",7,3
"مازندران","02","سوادکوه","unknown",1,0
"مازندران","02","عباس آباد","0-4",1603,1604
"مازندران","02","عباس آباد","5-9",1704,1478
"مازندران","02","عباس آباد","10-14",1608,1515
"مازندران","02","عباس آباد","15-19",1806,1757
"مازندران","02","عباس آباد","20-24",2464,2461
"مازندران","02","عباس آباد","25-29",2971,2873
"مازندران","02","عباس آباد","30-34",2499,2242
"مازندران","02","عباس آباد","35-39",2064,1878
"مازندران","02","عباس آباد","40-44",1825,1798
"مازندران","02","عباس آباد","45-49",1555,1471
"مازندران","02","عباس آباد","50-54",1253,1285
"مازندران","02","عباس آباد","55-59",877,893
"مازندران","02","عباس آباد","60-64",585,691
"مازندران","02","عباس آباد","65-69",450,528
"مازندران","02","عباس آباد","70-74",384,339
"مازندران","02","عباس آباد","75-79",359,283
"مازندران","02","عباس آباد","80-84",160,163
"مازندران","02","عباس آباد","85-89",73,57
"مازندران","02","عباس آباد","90-94",9,14
"مازندران","02","عباس آباد","95-99",5,3
"مازندران","02","عباس آباد",">100",2,0
"مازندران","02","عباس آباد","unknown",1,1
"مازندران","02","فریدونکنار","0-4",1931,1903
"مازندران","02","فریدونکنار","5-9",1784,1722
"مازندران","02","فریدونکنار","10-14",2011,1933
"مازندران","02","فریدونکنار","15-19",2281,2261
"مازندران","02","فریدونکنار","20-24",3541,3229
"مازندران","02","فریدونکنار","25-29",3453,3187
"مازندران","02","فریدونکنار","30-34",2592,2305
"مازندران","02","فریدونکنار","35-39",2202,2255
"مازندران","02","فریدونکنار","40-44",2489,2290
"مازندران","02","فریدونکنار","45-49",1985,1872
"مازندران","02","فریدونکنار","50-54",1492,1772
"مازندران","02","فریدونکنار","55-59",1106,1214
"مازندران","02","فریدونکنار","60-64",792,911
"مازندران","02","فریدونکنار","65-69",563,566
"مازندران","02","فریدونکنار","70-74",489,413
"مازندران","02","فریدونکنار","75-79",365,378
"مازندران","02","فریدونکنار","80-84",215,172
"مازندران","02","فریدونکنار","85-89",131,97
"مازندران","02","فریدونکنار","90-94",25,13
"مازندران","02","فریدونکنار","95-99",10,7
"مازندران","02","فریدونکنار",">100",0,1
"مازندران","02","فریدونکنار","unknown",14,8
"مازندران","02","قائم شهر","0-4",10342,9859
"مازندران","02","قائم شهر","5-9",10366,9733
"مازندران","02","قائم شهر","10-14",10835,10294
